Timestamp_RPI,Gyro_x,Gyro_y,Gyro_z,Accel_x,Accel_y,Accel_z,Rotate_x,Rotate_y,Motion_Label
2018-01-10T15:06:29.706213,-2219,2711,-5491,-2148,7400,16020,24,6,8
2018-01-10T15:06:29.917716,3975,-1473,-1437,5456,8816,12668,32,-19,
2018-01-10T15:06:30.124940,8672,7744,-2377,-456,-352,18900,-1,1,
2018-01-10T15:06:30.335797,-399,-3346,-1043,11916,2324,19316,5,-31,
2018-01-10T15:06:30.545996,1211,480,2479,-6816,40,14192,0,25,
2018-01-10T15:06:30.754651,1889,2522,-4331,5208,7700,10512,33,-21,
2018-01-10T15:06:30.962790,3655,4876,2450,-5432,9240,8600,42,23,
2018-01-10T15:06:31.170517,-1918,-3014,7733,2476,-3276,17132,-10,-8,
2018-01-10T15:06:31.378672,5419,2957,1410,-2624,5972,8700,33,13,
2018-01-10T15:06:31.586325,2573,3394,-1788,8156,548,15248,1,-28,
2018-01-10T15:06:31.793937,4346,1569,-2234,-1280,9064,10224,41,5,
2018-01-10T15:06:32.001577,-1971,1419,-633,6292,-2056,18620,-5,-18,
2018-01-10T15:06:32.209511,1998,-2490,3626,-8724,-2596,7336,-12,48,
2018-01-10T15:06:32.417280,5940,2323,-2293,-3360,7156,10428,33,14,
2018-01-10T15:06:32.625145,1486,97,-2870,-4420,-540,15400,-1,16,
2018-01-10T15:06:32.832791,1971,-3426,1498,1184,4020,10244,21,-6,
2018-01-10T15:06:33.041646,-2633,1049,-889,-6600,3452,16756,10,21,
2018-01-10T15:06:33.249489,-5881,10360,-8036,-1680,1420,12148,6,7,
2018-01-10T15:06:33.457083,9647,1395,3120,-3712,2300,20764,6,10,
2018-01-10T15:06:33.664740,-1146,1286,2356,3780,3520,14056,13,-14,
2018-01-10T15:06:33.871703,3673,2628,-1829,-5224,12596,20552,30,12,
2018-01-10T15:06:34.084512,1207,3106,-1341,-2716,6232,7880,36,15,
2018-01-10T15:06:34.291312,4772,-15611,-1637,-8524,6720,32767,11,14,
2018-01-10T15:06:34.499043,4042,-11831,-2696,3720,-716,30680,-1,-6,
2018-01-10T15:06:34.706073,2946,7272,-5001,2244,1204,844,26,-56,
2018-01-10T15:06:34.913148,-6159,48,-2538,11708,10004,11284,31,-37,
2018-01-10T15:06:35.121592,2662,-3289,-2705,-7544,13248,19288,32,17,
2018-01-10T15:06:35.329234,-324,-6143,3510,804,7316,22076,18,-1,
2018-01-10T15:06:35.536925,-539,-3782,4467,7504,-3412,18608,-9,-21,
2018-01-10T15:06:35.744798,3577,5297,-4469,-4388,2660,4844,22,38,
2018-01-10T15:06:35.953133,1627,2300,-4296,400,24,7668,0,-2,
2018-01-10T15:06:36.161604,4219,-1350,2532,-752,164,18856,0,2,
2018-01-10T15:06:36.369830,-534,-167,2635,2220,5072,14944,18,-8,
2018-01-10T15:06:36.577606,357,501,1833,-1996,3028,13024,12,8,
2018-01-10T15:06:36.785215,-1127,-1367,-3897,2164,1400,13644,5,-8,
2018-01-10T15:06:36.992938,1888,4961,-3460,-2472,2324,18108,7,7,
2018-01-10T15:06:37.200657,6703,692,-680,5192,16892,4120,68,-16,
2018-01-10T15:06:37.408270,8775,8370,660,12540,13068,2112,45,-43,
2018-01-10T15:06:37.615755,9196,8310,4207,6828,26208,308,75,-14,
2018-01-10T15:06:37.823363,-8480,-9421,-786,13408,-6256,32767,-10,-21,
2018-01-10T15:06:38.031147,6302,3399,-1938,-7636,13128,27708,24,13,
2018-01-10T15:06:38.238970,1182,2351,-4308,-3740,4780,12736,19,15,
2018-01-10T15:06:38.445978,951,-2800,-2659,-6352,4,17268,0,20,
2018-01-10T15:06:38.653031,-1746,-2094,-1448,9160,2060,15340,6,-30,
2018-01-10T15:06:38.859800,-572,-7009,2538,6728,-9692,18800,-25,-17,
2018-01-10T15:06:39.066841,6254,-1799,6389,9224,1892,28092,3,-18,
2018-01-10T15:06:39.274399,4585,4133,-1392,1284,10868,27960,21,-2,
2018-01-10T15:06:39.481633,-260,2594,-1406,-4084,6080,18804,17,11,
2018-01-10T15:06:39.690928,2478,5707,-3016,-616,16036,8864,61,1,
2018-01-10T15:06:39.898314,35,-10054,-1476,3888,-5236,27564,-10,-7,
2018-01-10T15:06:40.105177,-10247,-9242,2545,-4180,-8288,19632,-22,11,
2018-01-10T15:06:40.319618,6464,-5766,5183,10108,-11324,6184,-43,-38,
2018-01-10T15:06:40.526563,2162,1783,-3942,780,-4356,14540,-16,-2,
2018-01-10T15:06:40.734400,1656,4045,-3867,-4356,8088,17232,24,12,
2018-01-10T15:06:40.943297,3786,-3158,1504,-5396,5552,16128,18,17,
2018-01-10T15:06:41.151567,2100,-6187,3990,2956,10812,19264,29,-7,
2018-01-10T15:06:41.359417,689,186,3110,-1904,-3688,16760,-12,6,
2018-01-10T15:06:41.567300,-1176,151,1622,-2284,1720,16900,5,7,
2018-01-10T15:06:41.776041,1363,7721,546,-7552,10812,17052,30,20,
2018-01-10T15:06:41.983809,3289,5210,-97,-2964,5960,14332,22,10,
2018-01-10T15:06:42.191554,42,1537,-1792,-1036,7828,11592,33,4,
2018-01-10T15:06:42.400418,-1729,848,-2050,-3556,-2140,17012,-7,11,
2018-01-10T15:06:42.612026,1421,113,-705,-1736,-1520,14932,-5,6,
